Time	Force
3.104	1124.619655
3.106	1127.450975
3.108	1129.218472
3.11	1132.753912
3.112	1136.28533
3.114	1138.755142
3.116	1146.883709
3.118	1150.059471
3.12	1152.52568
3.122	1155.347667
3.124	1159.580015
3.126	1164.874323
3.128	1166.986313
3.13	1172.28099
3.132	1176.512986
3.134	1180.390014
3.136	1187.099134
3.138	1189.917808
3.14	1194.852438
3.142	1198.382145
3.144	1203.314961
3.146	1207.543331
3.148	1209.653498
3.15	1210.704636
3.152	1214.234241
3.154	1215.996667
3.156	1218.819291
3.158	1216.341032
3.16	1219.520815
3.162	1218.808644
3.164	1218.811154
3.166	1218.100821
3.168	1218.098931
3.17	1217.032925
3.172	1215.970175
3.174	1214.555336
3.176	1213.846825
3.178	1213.14195
3.18	1213.141924
3.182	1212.084641
3.184	1208.904506
3.186	1207.494067
3.188	1205.021661
3.19	1204.316777
3.192	1202.553577
3.194	1202.905624
3.196	1202.196391
3.198	1199.721785
3.2	1199.717402
3.202	1200.419675
3.204	1199.354768
3.206	1200.762956
3.208	1198.63714
3.21	1200.752722
3.212	1199.687034
3.214	1201.093769
3.216	1200.73739
3.218	1200.027418
3.22	1201.788771
3.222	1201.081007
3.224	1201.077364
3.226	1200.7231
3.228	1199.30759
3.23	1199.305399
3.232	1198.601271
3.234	1196.831867
3.236	1197.892769
3.238	1196.831111
3.24	1194.712229
3.242	1196.12951
3.244	1194.007732
3.246	1192.236489
3.248	1194.000325
3.25	1191.171196
3.252	1191.870908
3.254	1191.513387
3.256	1190.089541
3.258	1189.729468
3.26	1190.782006
3.262	1190.421623
3.264	1190.410752
3.266	1191.817899
3.268	1190.04052
3.27	1191.094959
3.272	1193.206931
3.274	1192.136602
3.276	1195.662698
3.278	1194.58802
3.28	1197.058647
3.282	1198.462168
3.284	1200.930235
3.286	1201.634036
3.288	1203.044433
3.29	1204.108677
3.292	1206.93967
3.294	1204.469514
3.296	1205.180973
3.298	1202.713285
3.3	1204.844172
3.302	1200.611212
3.304	1199.207776
3.306	1198.508727
3.308	1197.103409
3.31	1195.698151
3.312	1195.347196
3.314	1195.000984
3.316	1196.064472
3.318	1195.718251
3.32	1197.842574
3.322	1196.782831
3.324	1199.259956
3.326	1199.968433
3.328	1200.328171
3.33	1200.33221
3.332	1203.516342
3.334	1205.643954
3.336	1207.771584
3.338	1208.839051
3.34	1214.145322
3.342	1214.859625
3.344	1216.988347
3.346	1223.355854
3.348	1224.777887
3.35	1226.55201
3.352	1231.156344
3.354	1235.409722
3.356	1238.599388
3.358	1240.022486
3.36	1245.686622
3.362	1248.87664
3.364	1253.837068
3.366	1255.614028
3.368	1262.335753
3.37	1263.402413
3.372	1270.123739
3.374	1272.244752
3.376	1278.2584
3.378	1280.385945
3.38	1286.046369
3.382	1289.234514
3.384	1294.894509
3.386	1300.550988
3.388	1304.440606
3.39	1308.32848
3.392	1310.451608
3.394	1315.406554
3.396	1319.655163
3.398	1323.197059
3.4	1327.446054
3.402	1331.342944
3.404	1335.236882
3.406	1339.137389
3.408	1340.914993
3.41	1342.690414
3.412	1345.528962
3.414	1346.250031
3.416	1350.852819
3.418	1350.163172
3.42	1355.126361
3.422	1359.030133
3.424	1357.276336
3.426	1360.122105
3.428	1360.84068
3.43	1362.627041
3.432	1366.897023
3.434	1362.310008
3.436	1366.554931
3.438	1363.404497
3.44	1366.587736
3.442	1365.55192
3.444	1366.633037
3.446	1365.935656
3.448	1364.547062
3.45	1363.507156
3.452	1363.519621
3.454	1360.363143
3.456	1361.445023
3.458	1356.153837
3.46	1356.532792
3.462	1351.247491
3.464	1348.437845
3.466	1345.634523
3.468	1339.286457
3.47	1334.707846
3.472	1330.134788
3.474	1322.726172
3.476	1317.085669
3.478	1308.978613
3.48	1300.150971
3.482	1292.038138
3.484	1280.741844
3.486	1270.500944
3.488	1258.488176
3.49	1244.359857
3.492	1228.804358
3.494	1212.548512
3.496	1192.045776
3.498	1170.472309
3.5	1148.55237
3.502	1123.085018
3.504	1092.664134
3.506	1062.598275
3.508	1028.985351
3.51	993.960533
3.512	953.627316
3.514	912.224564
3.516	867.291833
3.518	812.09493
3.52	760.422238
3.522	702.403545
3.524	642.248944
3.526	577.843088
3.528	507.802332
3.53	435.266788
3.532	364.116144
3.534	288.416768
3.536	215.529402
3.538	141.937504
3.54	77.93782
3.542	14.678371
3.544	-31.903613
3.546	-67.202192
3.548	-78.879662
3.55	-90.198298
3.552	-85.242078
3.554	-88.060794
3.556	-85.258279
3.558	-87.713024
3.56	-86.655485
3.562	-87.371729
3.564	-86.298924
3.566	-86.656182
3.568	-87.372906
3.57	-88.06826
3.572	-87.71747
3.574	-87.37111
3.576	-88.068184
3.578	-87.718939
3.58	-86.309142
3.582	-88.422362
3.584	-87.720804
3.586	-87.372579
3.588	-87.009061
3.59	-88.780304
3.592	-87.723114
3.594	-87.010539
3.596	-88.07291
3.598	-88.430474
3.6	-85.948589
3.602	-87.71978
3.604	-86.661053
3.606	-87.364073
3.608	-88.074397
3.61	-88.07511
3.612	-87.011673
3.614	-88.429735
3.616	-88.07218
3.618	-88.424244
3.62	-87.367355
3.622	-87.013151
3.624	-86.30464
3.626	-87.368111
3.628	-87.722753
3.63	-88.77917
3.632	-87.014981
3.634	-88.427552
3.636	-86.305698
3.638	-88.428282
3.64	-88.428618
3.642	-88.071802
3.644	-87.722014
3.646	-87.719041
3.648	-87.012781
3.65	-88.075153
3.652	-89.134903
3.654	-87.721636
3.656	-87.720855
3.658	-90.902065
3.66	-86.661473
3.662	-87.365172
3.664	-88.778843
3.666	-87.367003
3.668	-88.076588
3.67	-88.427149
3.672	-88.782856
3.674	-87.014242
3.676	-87.366943
3.678	-89.489881
3.68	-87.368128
3.682	-87.71978
3.684	-88.427166
3.686	-88.782134
3.688	-87.013117
3.69	-89.840811
3.692	-87.366659
3.694	-87.014251
3.696	-87.367733
3.698	-91.255212
3.7	-89.489176
3.702	-88.781043
3.704	-87.367347
3.706	-87.364811
3.708	-87.720897
3.71	-88.072549
3.712	-89.487354
3.714	-88.427518
3.716	-88.781756
3.718	-88.782143
3.72	-87.720897
3.722	-87.72015
3.724	-88.072532
3.726	-85.952249
3.728	-87.013142
3.73	-87.721594
3.732	-88.071466
3.734	-88.78216
3.736	-86.66107
3.738	-88.780321
3.74	-87.367398
3.742	-89.133056
3.744	-87.367716
3.746	-88.428265
3.748	-88.426796
3.75	-88.782117
3.752	-87.718714
3.754	-88.429374
3.756	-87.722324
3.758	-89.48842
3.76	-86.305791
3.762	-88.42751
3.764	-89.489864
3.766	-88.074036
3.768	-87.719789
3.77	-88.778121
3.772	-89.488042
3.774	-88.778869
3.776	-88.073658
3.778	-88.782521
3.78	-89.13602
3.782	-88.074397
3.784	-85.951854
3.786	-86.306152
3.788	-87.721989
3.79	-90.548196
3.792	-88.427183
3.794	-87.367389
3.796	-89.135986
3.798	-89.488806
3.8	-87.014259
3.802	-88.07401
3.804	-89.133459
3.806	-88.074388
3.808	-87.014603
3.81	-88.782848
3.812	-86.660365
3.814	-87.719814
3.816	-87.012764
3.818	-89.489528
3.82	-86.308696
3.822	-88.427535
3.824	-88.073297
3.826	-87.01352
3.828	-88.780321
3.83	-88.428953
3.832	-89.488806
3.834	-88.075874
3.836	-87.365911
3.838	-89.840836
3.84	-86.306883
3.842	-88.074397
3.844	-90.194327
3.846	-87.015686
3.848	-88.428248
3.85	-89.134912
3.852	-87.01462
3.854	-87.36775
3.856	-88.074741
3.858	-90.195066
3.86	-89.843792
3.862	-88.427879
3.864	-89.137086
3.866	-88.426066
3.868	-88.428626
3.87	-88.426393
3.872	-87.720536
3.874	-88.430482
3.876	-86.30904
3.878	-88.428265
3.88	-87.720906
3.882	-89.489176
3.884	-88.780304
3.886	-88.429004
3.888	-88.429735
3.89	-88.781404
3.892	-87.720536
3.894	-89.134912
3.896	-87.366633
3.898	-90.195822
3.9	-89.134215
3.902	-87.72088
3.904	-89.134517
3.906	-87.719789
3.908	-88.074019
3.91	-88.072927
3.912	-87.013881
3.914	-87.720545
3.916	-88.429331
3.918	-89.134559
3.92	-90.1973
3.922	-87.368447
3.924	-88.781395
3.926	-87.366642
3.928	-88.07511
3.93	-87.720124
3.932	-88.782865
3.934	-88.781438
3.936	-88.427527
3.938	-88.78033
3.94	-88.074783
3.942	-88.42751
3.944	-88.782117
3.946	-88.428643
3.948	-86.659609
3.95	-90.193949
3.952	-89.487311
3.954	-88.785451
3.956	-85.599824
3.958	-90.548591
3.96	-90.195813
3.962	-89.137086
3.964	-88.781034
3.966	-88.072558
3.968	-87.013142
3.97	-88.073658
3.972	-87.720897
3.974	-87.366667
3.976	-88.075093
3.978	-89.489167
3.98	-88.782529
3.982	-88.781773
3.984	-88.429726
3.986	-87.012781
3.988	-88.785787
3.99	-87.721224
3.992	-87.72381
3.994	-85.953736
3.996	-88.427887
3.998	-88.783621
4	-86.307983
4.002	-88.78179
4.004	-87.719067
4.006	-88.076227
4.008	-85.60058
4.01	-87.717941
4.012	-88.076261
4.014	-88.075874
4.016	-86.660373
4.018	-89.135307
4.02	-88.431952
4.022	81.750288
4.024	231.931882
4.026	508.430105
4.028	810.249054
4.03	1033.193562
4.032	1272.808112
4.034	1438.835666
4.036	1618.393261
4.038	1704.931417
4.04	1729.645745
4.042	1647.567166
4.044	1511.666294
4.046	1416.630049
4.048	1406.760463
4.05	1475.129439
4.052	1556.300923
4.054	1641.844269
4.056	1715.307549
4.058	1784.34738
4.06	1865.049212
4.062	1947.077144
4.064	2029.482695
4.066	2102.505481
4.068	2160.809852
4.07	2209.273269
4.072	2255.927645
4.074	2305.971763
4.076	2344.552439
4.078	2390.019786
4.08	2446.057677
4.082	2537.673175
4.084	2675.272529
4.086	2772.19628
4.088	2882.271857
4.09	3027.012124
4.092	3221.418439
4.094	3403.147973
4.096	3597.063192
4.098	3736.671776
4.1	3850.287035
4.102	3908.44249
4.104	3897.2713
4.106	3819.808788
4.108	3672.718585
4.11	3495.388439
4.112	3308.147636
4.114	3111.300637
4.116	2924.485436
4.118	2750.560052
4.12	2595.011621
4.122	2460.126051
4.124	2344.724608
4.126	2246.005247
4.128	2160.572673
4.13	2088.200092
4.132	2025.184896
4.134	1973.671402
4.136	1926.325629
4.138	1883.464531
4.14	1846.063925
4.142	1813.863425
4.144	1786.55656
4.146	1760.775721
4.148	1741.951441
4.15	1726.641137
4.152	1711.408049
4.154	1714.098175
4.156	1710.083439
4.158	1734.067132
4.16	1746.97566
4.162	1770.155945
4.164	1800.154099
4.166	1821.894872
4.168	1843.316383
4.17	1848.58523
4.172	1840.657418
4.174	1815.494611
4.176	1780.1636
4.178	1730.261556
4.18	1671.60636
4.182	1605.577382
4.184	1533.105645
4.186	1458.580154
4.188	1379.816781
4.19	1297.803012
4.192	1219.021412
4.194	1138.815503
4.196	1062.800021
4.198	987.895258
4.2	918.977484
4.202	854.271115
4.204	790.662859
4.206	736.569039
4.208	685.643053
4.21	635.818046
4.212	591.965033
4.214	548.459646
4.216	509.578758
4.218	471.026581
4.22	437.777586
4.222	405.26004
4.224	377.318301
4.226	352.557584
4.228	330.291028
4.23	308.01455
4.232	288.558296
4.234	271.597341
4.236	256.744483
4.238	239.058041
4.24	227.042476
4.242	213.950979
4.244	201.566533
4.246	192.021149
4.248	182.822889
4.25	177.164563
4.252	167.267351
4.254	161.606715
4.256	157.01656
4.258	149.242903
4.26	147.119486
4.262	145.007179
4.264	141.120303
4.266	140.412815
4.268	139.000168
4.27	138.296486
4.272	140.4109
4.274	142.178337
4.276	146.074339
4.278	150.316014
4.28	157.032269
4.282	167.299516
4.284	176.153063
4.286	191.011008
4.288	202.360281
4.29	214.050859
4.292	224.668723
4.294	232.471857
4.296	244.15043
4.298	251.232221
4.3	263.274604
4.302	275.669044
4.304	291.598461
4.306	306.465515
4.308	319.534487
4.31	328.747059
4.312	339.71854
4.314	350.671208
4.316	361.292056
4.318	373.666095
4.32	383.194582
4.322	395.576478
4.324	408.652093
4.326	422.772915
4.328	435.850445
4.33	447.853453
4.332	465.157229
4.334	478.938414
4.336	493.417731
4.338	507.8982
4.34	523.093969
4.342	539.699855
4.344	555.593557
4.346	567.606613
4.348	580.665953
4.35	595.854401
4.352	608.21511
4.354	620.565911
4.356	634.341393
4.358	645.289432
4.36	657.286978
4.362	669.294929
4.364	679.88805
4.366	689.418392
4.368	700.012965
4.37	708.839638
4.372	715.896126
4.374	723.665163
4.376	735.320621
4.378	740.617553
4.38	749.097164
4.382	760.053259
4.384	765.701584
4.386	774.186712
4.388	784.086258
4.39	790.802823
4.392	798.573639
4.394	807.413435
4.396	815.905961
4.398	821.917349
4.4	833.235306
4.402	838.902801
4.404	846.330421
4.406	854.472764
4.408	860.491163
4.41	866.514005
4.412	870.058529
4.414	875.022291
4.416	879.629615
4.418	879.288122
4.42	881.773214
4.422	884.611933
4.424	882.147973
4.426	878.974781
4.428	877.215267
4.43	873.339544
4.432	869.813162
4.434	863.100911
4.436	857.097172
4.438	848.618473
4.44	842.255271
4.442	835.542031
4.444	828.825046
4.446	820.339038
4.448	812.206568
4.45	803.368208
4.452	793.461961
4.454	783.911799
4.456	776.129571
4.458	767.640638
4.46	758.793763
4.462	752.424892
4.464	744.290909
4.466	736.506766
4.468	730.494219
4.47	720.594906
4.472	715.284537
4.474	708.210315
4.476	703.61472
4.478	692.65155
4.48	687.697577
4.482	680.627465
4.484	674.61344
4.486	670.017442
4.488	665.419614
4.49	659.410039
4.492	656.577122
4.494	652.335354
4.496	649.858985
4.498	644.555215
4.5	639.603458
4.502	640.31532
4.504	637.485057
4.506	634.301673
4.508	633.243014
4.51	632.53683
4.512	630.411702
4.514	630.059319
4.516	629.349811
4.518	628.645347
4.52	630.763396
4.522	633.245006
4.524	634.308519
4.526	634.665318
4.528	638.555426
4.53	639.266179
4.532	641.743639
4.534	645.988664
4.536	648.469105
4.538	649.887528
4.54	654.84097
4.542	660.150231
4.544	663.691162
4.546	666.876729
4.548	669.712811
4.55	673.610936
4.552	676.795705
4.554	678.924753
4.556	682.819189
4.558	681.762261
4.56	688.480619
4.562	690.255514
4.564	692.379844
4.566	693.800381
4.568	696.631727
4.57	697.699229
4.572	700.527551
4.574	701.238949
4.576	703.365857
4.578	700.893081
4.58	703.723233
4.582	704.432956
4.584	707.261423
4.586	706.555112
4.588	709.384292
4.59	710.447822
4.592	712.208686
4.594	713.622734
4.596	717.514294
4.598	717.51206
4.6	718.567737
4.602	722.100384
4.604	724.574201
4.606	724.925491
4.608	727.75431
4.61	729.524084
4.612	731.99491
4.614	731.992727
4.616	734.822276
4.618	734.462539
4.62	735.169864
4.622	737.644135
4.624	737.640895
4.626	738.350841
4.628	740.823265
4.63	739.767227
4.632	741.17826
4.634	741.533581
4.636	744.364299
4.638	744.012965
4.64	742.597774
4.642	745.429961
4.644	746.49271
4.646	745.788986
4.648	746.852448
4.65	745.444723
4.652	747.21149
4.654	744.740973
4.656	749.340254
4.658	743.69138
4.66	744.399394
4.662	745.11416
4.664	743.349139
4.666	744.413281
4.668	742.649789
4.67	741.242004
4.672	740.182092
4.674	738.065435
4.676	738.422226
4.678	736.305175
4.68	734.893552
4.682	735.606917
4.684	734.19542
4.686	732.782858
4.688	732.076547
4.69	733.848941
4.692	731.016796
4.694	729.955181
4.696	729.954158
4.698	728.889974
4.7	727.474035
4.702	728.88858
4.704	729.241744
4.706	729.235531
4.708	728.528179
4.71	728.526821
4.712	728.874442
4.714	727.456381
4.716	728.517333
4.718	724.981532
4.72	724.625009
4.722	724.623238
4.724	723.9177
4.726	721.798088
4.728	722.155291
4.73	721.097388
4.732	720.036392
4.734	717.561115
4.736	717.919435
4.738	716.151097
4.74	714.381625
4.742	715.448867
4.744	714.033366
4.746	712.273131
4.748	711.917088
4.75	709.798686
4.752	707.323685
4.754	706.971621
4.756	704.500811
4.758	701.315932
4.76	699.19443
4.762	696.723302
4.764	695.662477
4.766	691.772454
4.768	691.418259
4.77	688.946376
4.772	687.176198
4.774	685.055923
4.776	682.934928
4.778	679.044523
4.78	677.627088
4.782	677.986233
4.784	675.861585
4.786	674.096262
4.788	676.214439
4.79	675.1573
4.792	676.922924
4.794	676.570851
4.796	677.6325
4.798	678.693704
4.8	677.278814
4.802	681.526854
4.804	682.941604
4.806	682.942704
4.808	683.65045
4.81	687.540592
4.812	688.599552
4.814	688.243484
4.816	692.8409
4.818	692.132784
4.82	691.068093
4.822	694.606592
4.824	696.019137
4.826	698.495111
4.828	700.26119
4.83	700.620231
4.832	701.677361
4.834	703.093584
4.836	705.215723
4.838	708.398713
4.84	706.627736
4.842	709.107155
4.844	711.228925
4.846	711.230738
4.848	714.7658
4.85	713.711179
4.852	715.480422
4.854	715.481487
4.856	719.022822
4.858	716.903521
4.86	716.549549
4.862	719.384642
4.864	719.739241
4.866	719.743993
4.868	719.393054
4.87	719.749888
4.872	718.33975
4.874	720.461133
4.876	719.75782
4.878	717.636369
4.88	716.930317
4.882	717.997182
4.884	720.473559
4.886	719.766526
4.888	718.351772
4.89	719.417855
4.892	717.290896
4.894	717.643674
4.896	718.349607
4.898	717.998668
4.9	717.283532
4.902	720.468161
4.904	721.173389
4.906	721.523959
4.908	722.934415
4.91	722.93706
4.912	725.404209
4.914	725.049232
4.916	727.171388
4.918	727.875826
4.92	727.873473
4.922	730.703503
4.924	731.764421
4.926	730.703116
4.928	731.40868
4.93	731.764086
4.932	732.115644
4.934	731.410055
4.936	732.117844
4.938	730.349884
4.94	729.640875
4.942	730.705885
4.944	730.354207
4.946	730.351638
4.948	731.414697
4.95	727.879694
4.952	728.939746
4.954	726.817221
4.956	727.52281
4.958	722.572944
4.96	722.217107
4.962	722.221971
4.964	721.866623
4.966	719.038534
4.968	718.682852
4.97	718.330496
4.972	715.854687
4.974	713.731826
4.976	714.440294
4.978	710.197796
4.98	708.783233
4.982	709.844623
4.984	708.779004
4.986	706.306202
4.988	706.659718
4.99	706.308487
4.992	705.5966
4.994	704.533902
4.996	703.828423
4.998	702.768605
5	700.642291
5.002	703.11883
5.004	702.058306
5.006	701.702985
5.008	703.117017
5.01	702.412303
5.012	702.058676
5.014	700.6421
5.016	705.238106
5.018	701.704471
5.02	699.581818
5.022	703.824436
5.024	703.824453
5.026	704.179405
5.028	706.299
5.03	704.534458
5.032	705.59268
5.034	705.94587
5.036	706.298278
5.038	703.82337
5.04	704.526219
5.042	707.356988
5.044	707.710479
5.046	707.711562
5.048	710.184682
5.05	709.479187
5.052	708.771691
5.054	707.002733
5.056	711.600535
5.058	708.064717
5.06	708.415545
5.062	711.246641
5.064	712.660337
5.066	709.47728
5.068	711.24701
5.07	711.598765
5.072	713.011586
5.074	710.536291
5.076	711.245163
5.078	711.596051
5.08	709.470862
5.082	711.598259
5.084	712.303109
5.086	711.597872
5.088	713.368351
5.09	711.954421
5.092	711.242946
5.094	711.242938
5.096	709.827891
5.098	709.119003
5.1	707.701191
5.102	710.534529
5.104	710.177773
5.106	709.115737
5.108	709.113631
5.11	708.410344
5.112	707.701034
5.114	707.346788
5.116	708.759048
5.118	704.869714
5.12	702.037132
5.122	705.57349
5.124	706.280522
5.126	703.801937
5.128	704.859941
5.13	704.508357
5.132	704.859219
5.134	702.735594
5.136	706.271455
5.138	707.331944
5.14	703.791583
5.142	706.622015
5.144	709.096949
5.146	709.097679
5.148	708.389572
5.15	709.451642
5.152	710.156011
5.154	711.923568
5.156	711.21583
5.158	712.275942
5.16	711.567666
5.162	713.691073
5.164	713.334291
5.166	714.398089
5.168	712.981153
5.17	713.691889
5.172	713.690326
5.174	713.687421
5.176	712.980405
5.178	713.333544
5.18	708.734883
5.182	713.335013
5.184	713.33393
5.186	712.269712
5.188	712.976762
5.19	711.565712
5.192	711.208776
5.194	711.209515
5.196	711.919117
5.198	712.2704
5.2	709.086124
5.202	711.915758
5.204	710.856712
5.206	710.854126
5.208	710.854143
5.21	711.918412
5.212	711.207651
5.214	710.500231
5.216	710.148622
5.218	710.147471
5.22	707.67242
5.222	711.91465
5.224	710.149662
5.226	708.026759
5.228	711.20802
5.23	712.627602
5.232	710.499501
5.234	709.087644
5.236	711.212025
5.238	710.152971
5.24	707.319668
5.242	711.917597
5.244	712.272961
5.246	710.856016
5.248	711.210271
5.25	712.27491
5.252	712.978524
5.254	710.147917
5.256	712.271585
5.258	711.562696
5.26	710.851153
5.262	712.978163
5.264	714.747928
5.266	715.100336
5.268	714.392573
5.27	715.45246
5.272	715.097372
5.274	716.157551
5.276	716.159785
5.278	715.801827
5.28	715.09214
5.282	716.154647
5.284	716.154664
5.286	715.803683
5.288	717.923656
5.29	717.215969
5.292	713.677153
5.294	713.67827
5.296	713.322621
5.298	712.262433
5.3	710.847896
5.302	712.967627
5.304	712.615967
5.306	711.909269
5.308	711.906424
5.31	712.617513
5.312	710.492711
5.314	711.555065
5.316	710.496019
5.318	709.078361
5.32	710.136162
5.322	709.787903
5.324	709.080569
5.326	708.01855
5.328	710.141445
5.33	710.849999
5.332	708.373511
5.334	708.373846
5.336	708.729253
5.338	706.608171
5.34	705.54385
5.342	706.610689
5.344	706.963501
5.346	704.844241
5.348	707.317705
5.35	704.13731
5.352	705.195197
5.354	706.257895
5.356	704.846063
5.358	704.488886
5.36	702.720841
5.362	704.491052
5.364	704.489625
5.366	705.902909
5.368	705.194819
5.37	704.845779
5.372	705.194466
5.374	705.90107
5.376	706.959127
5.378	706.960554
5.38	704.480723
5.382	706.958672
5.384	707.312944
5.386	708.372368
5.388	707.665705
5.39	708.020028
5.392	706.248391
5.394	708.018843
5.396	709.428526
5.398	709.073893
5.4	706.600319
5.402	710.489403
5.404	708.721889
5.406	708.720041
5.408	710.839653
5.41	709.780323
5.412	709.423405
5.414	709.068101
5.416	710.834213
5.418	706.592462
5.42	705.882406
5.422	708.358558
5.424	706.942722
5.426	706.586636
5.428	705.880703
5.43	706.590029
5.432	707.293333
5.434	707.999215
5.436	709.415867
5.438	706.936887
5.44	705.16702
5.442	708.350188
5.444	708.347275
5.446	707.640225
5.448	710.469388
5.45	709.053628
5.452	709.403743
5.454	709.049496
5.456	708.696383
5.458	708.696349
5.46	706.573679
5.462	707.987469
5.464	710.814449
5.466	708.691881
5.468	709.043601
5.47	709.753959
5.472	707.274902
5.474	707.98191
5.476	706.567233
5.478	705.503358
5.48	704.793637
5.482	706.915164
5.484	706.2038
5.486	707.969467
5.488	705.846958
5.49	707.260697
5.492	706.196075
5.494	706.193514
5.496	707.25262
5.498	707.247473
5.5	707.241862
5.502	708.300331
5.504	709.360855
5.506	709.711029
5.508	712.180892
5.51	711.120058
5.512	711.821488
5.514	710.049532
5.516	713.229676
5.518	712.516447
5.52	710.039195
5.522	712.864069
5.524	713.569263
5.526	714.271484
5.528	715.68628
5.53	713.563101
5.532	714.973018
5.534	715.321773
5.536	717.086047
5.538	715.669421
5.54	713.545324
5.542	714.605563
5.544	716.724789
5.546	716.017748
5.548	718.135512
5.55	717.431822
5.552	718.488239
5.554	717.780123
5.556	719.54548
5.558	717.776789
5.56	716.36153
5.562	718.128845
5.564	716.006328
5.566	717.06607
5.568	716.356167
5.57	716.708651
5.572	715.646221
5.574	714.935905
5.576	714.229679
5.578	714.228176
5.58	710.68789
5.582	711.748533
5.584	712.100211
5.586	710.333032
5.588	709.976996
5.59	711.034993
5.592	709.266672
5.594	709.972202
5.596	711.034607
5.598	709.617628
5.6	706.079155
5.602	708.202488
5.604	710.321361
5.606	710.672274
5.608	708.906221
5.61	707.49365
5.612	708.550101
5.614	705.718772
5.616	708.905087
5.618	705.721685
5.62	704.30348
5.622	707.134239
5.624	707.839055
5.626	706.424981
5.628	706.423932
5.63	706.068628
5.632	706.067116
5.634	705.709234
5.636	704.651314
5.638	704.294489
5.64	704.292187
5.642	706.059485
5.644	705.351386
5.646	704.290484
5.648	705.705977
5.65	703.937749
5.652	703.584165
5.654	704.643589
5.656	706.414067
5.658	703.231353
5.66	701.816488
5.662	705.35534
5.664	702.527612
5.666	705.001411
5.668	703.943113
5.67	702.173072
5.672	705.00184
5.674	704.292642
5.676	704.646561
5.678	704.643262
5.68	702.875249
5.682	704.996787
5.684	704.998273
5.686	705.700511
5.688	705.345937
5.69	706.40689
5.692	705.695844
5.694	706.404304
5.696	708.874141
5.698	707.460814
5.7	705.335307
5.702	707.812526
5.704	707.102545
5.706	707.458262
5.708	708.515873
5.71	707.807774
5.712	707.453878
5.714	707.806622
5.716	709.220723
5.718	708.512941
5.72	708.157518
5.722	709.217766
5.724	708.158333
5.726	711.337713
5.728	710.275368
5.73	710.981704
5.732	712.042177
5.734	712.390194
5.736	710.624914
5.738	713.098343
5.74	712.032252
5.742	715.922016
5.744	716.275557
5.746	715.921268
5.748	718.039067
5.75	718.041301
5.752	718.394741
5.754	719.098843
5.756	721.221351
5.758	719.453391
5.76	716.976526
5.762	720.161851
5.764	720.515703
5.766	719.456941
5.768	719.459141
5.77	718.046588
5.772	719.81876
5.774	720.173351
5.776	718.761897
5.778	718.057365
5.78	717.350239
5.782	718.059162
5.784	716.293856
5.786	716.646582
5.788	714.528826
